model,day_index,open_phase_model,hardwood_phase_model,open_precipitation_m,hardwood_precipitation_m,open_ground_accumulation_m,hardwood_ground_accumulation_m,precipitation_equal,accumulation_equal,phase_model_equal
B,38,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,39,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,40,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,41,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,42,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,43,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,44,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,45,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0043,0.0043,0.00429995098555142,0.00429996534192812,True,False,True
B,46,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0124,0.0124,0.01239999833900291,0.01239999878186614,True,False,True
B,47,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,48,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,49,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,50,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,51,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,52,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0097,0.0097,0.0096999983361997,0.00969999848531977,True,False,True
B,53,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,54,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,55,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,56,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,57,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0013,0.0013,0.00129999999999999,0.00129999999999999,True,True,True
B,58,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,59,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,60,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,61,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,62,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,63,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0015,0.0015,0.00147468442031019,0.00148142188769414,True,False,True
B,64,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0033,0.0033,0.00308552354959391,0.0031400573194751,True,False,True
B,65,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,66,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0124,0.0124,0.00564607021947152,0.00594857930887845,True,False,True
B,67,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0122,0.0122,0.00381446724942802,0.00440824527443319,True,False,True
B,68,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,69,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0338,0.0337,0.03064232385833287,0.0320168537643139,False,False,True
B,70,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,71,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,72,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0135,0.0135,0.01349997547169314,0.01349998313390959,True,False,True
B,73,harder_pomeroy_hourly,harder_pomeroy_hourly,0.002,0.002,0.00199991149538779,0.00199993411190073,True,False,True
B,74,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,75,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,76,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0371,0.037,0.03709968497494446,0.03699971538555993,False,False,True
B,77,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0033,0.0033,0.00299164337995488,0.00300030952064942,True,False,True
B,78,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,79,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0023,0.0023,0.00126367530963055,0.00126907650829366,True,False,True
B,80,harder_pomeroy_hourly,harder_pomeroy_hourly,0.05130000000000001,0.0512,0.01338285381546544,0.01359102089211467,False,False,True
B,81,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,82,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,83,harder_pomeroy_hourly,harder_pomeroy_hourly,0.003,0.003,0.00107409956815413,0.0,True,False,True
B,84,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0015,0.0015,0.0,0.0,True,True,True
B,85,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,86,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,87,harder_pomeroy_hourly,harder_pomeroy_hourly,0.001,0.001,0.0,0.0,True,True,True
B,88,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0099,0.0099,0.0,0.0,True,True,True
B,89,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,90,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,91,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,92,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0038,0.0038,0.0,0.0,True,True,True
B,93,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0066,0.0066,0.0,0.0,True,True,True
B,94,harder_pomeroy_hourly,harder_pomeroy_hourly,0.013,0.013,0.0,0.0,True,True,True
B,95,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,96,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,97,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,98,harder_pomeroy_hourly,harder_pomeroy_hourly,0.003,0.003,0.0,0.0,True,True,True
B,99,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0566,0.0565,0.0,0.0,False,True,True
B,100,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0018,0.0018,0.0,0.0,True,True,True
B,101,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,102,harder_pomeroy_hourly,harder_pomeroy_hourly,0.001,0.001,0.0,0.0,True,True,True
B,103,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,104,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0132,0.0132,0.0,0.0,True,True,True
B,105,harder_pomeroy_hourly,harder_pomeroy_hourly,0.003,0.003,0.0,0.0,True,True,True
B,106,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0043,0.0043,0.0,0.0,True,True,True
B,107,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,108,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,109,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,110,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,111,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,112,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,113,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,114,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,115,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0025,0.0025,0.0,0.0,True,True,True
B,116,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,117,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0028,0.0028,0.0,0.0,True,True,True
B,118,harder_pomeroy_hourly,harder_pomeroy_hourly,0.02030000000000001,0.0202,0.0,0.0,False,True,True
B,119,harder_pomeroy_hourly,harder_pomeroy_hourly,0.002,0.002,0.0,0.0,True,True,True
B,120,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,121,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,122,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,123,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,124,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,125,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,126,harder_pomeroy_hourly,harder_pomeroy_hourly,0.003,0.003,0.0,0.0,True,True,True
B,127,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0145,0.0145,0.0,0.0,True,True,True
B,128,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0013,0.0013,0.0,0.0,True,True,True
B,129,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,130,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,131,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,132,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0091,0.0091,0.0,0.0,True,True,True
B,133,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0117,0.0117,0.0,0.0,True,True,True
B,134,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,135,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,136,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,137,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,138,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0071,0.0071,0.0,0.0,True,True,True
B,139,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,140,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,141,harder_pomeroy_hourly,harder_pomeroy_hourly,0.002,0.002,0.0,0.0,True,True,True
B,142,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,143,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,144,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,145,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,146,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,147,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,148,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,149,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,150,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,151,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,152,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,153,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0084,0.0084,0.0,0.0,True,True,True
B,154,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0137,0.0137,0.0,0.0,True,True,True
B,155,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,156,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,157,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0038,0.0038,0.0,0.0,True,True,True
B,158,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0076,0.0076,0.0,0.0,True,True,True
B,159,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0018,0.0018,0.0,0.0,True,True,True
B,160,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0061,0.0061,0.0,0.0,True,True,True
B,161,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0041,0.0041,0.0,0.0,True,True,True
B,162,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,163,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,164,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,165,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,166,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0053,0.0053,0.0,0.0,True,True,True
B,167,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,168,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,169,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,170,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,171,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0071,0.0071,0.0,0.0,True,True,True
B,172,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,173,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,174,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,175,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,176,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,177,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,178,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,179,harder_pomeroy_hourly,harder_pomeroy_hourly,0.003,0.003,0.0,0.0,True,True,True
B,180,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0526,0.05249999999999998,0.0,0.0,False,True,True
B,181,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0056,0.0056,0.0,0.0,True,True,True
B,182,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,183,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0036,0.0036,0.0,0.0,True,True,True
B,184,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,185,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,186,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0033,0.0033,0.0,0.0,True,True,True
B,187,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,188,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,189,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0135,0.0135,0.0,0.0,True,True,True
B,190,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,191,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,192,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,193,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,194,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,195,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,196,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,197,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,198,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,199,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,200,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,201,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0013,0.0013,0.0,0.0,True,True,True
B,202,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0018,0.0018,0.0,0.0,True,True,True
B,203,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0028,0.0028,0.0,0.0,True,True,True
B,204,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,205,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,206,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,207,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,208,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,209,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,210,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0328,0.0328,0.0,0.0,True,True,True
B,211,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0038,0.0038,0.0,0.0,True,True,True
B,212,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,213,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,214,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0061,0.0061,0.0,0.0,True,True,True
B,215,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,216,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,217,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,218,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0107,0.0107,0.0,0.0,True,True,True
B,219,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,220,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,221,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,222,harder_pomeroy_hourly,harder_pomeroy_hourly,0.019,0.019,0.0,0.0,True,True,True
B,223,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0069,0.0069,0.0,0.0,True,True,True
B,224,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,225,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,226,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0061,0.0061,0.0,0.0,True,True,True
B,227,harder_pomeroy_hourly,harder_pomeroy_hourly,0.002,0.002,0.0,0.0,True,True,True
B,228,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,229,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,230,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0015,0.0015,0.0,0.0,True,True,True
B,231,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0013,0.0013,0.0,0.0,True,True,True
B,232,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0008,0.0008,0.0,0.0,True,True,True
B,233,harder_pomeroy_hourly,harder_pomeroy_hourly,0.001,0.001,0.0,0.0,True,True,True
B,234,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,235,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,236,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,237,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,238,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,239,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,240,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,241,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,242,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,243,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0079,0.0079,0.0,0.0,True,True,True
B,244,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,245,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0051,0.0051,0.0,0.0,True,True,True
B,246,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,247,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,248,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0018,0.0018,0.0,0.0,True,True,True
B,249,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,250,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,251,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,252,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0013,0.0013,0.0,0.0,True,True,True
B,253,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,254,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,255,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,256,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
B,257,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0018,0.0018,0.0,0.0,True,True,True
B,258,harder_pomeroy_hourly,harder_pomeroy_hourly,0.0,0.0,0.0,0.0,True,True,True
