Latitude: 43.928928  Longitude: -71.765647
X & Y on Lambert Conformal Conic: 2120775.51 513754.32
Tile: 11935
Elevation: 588 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),tmax (deg c),tmin (deg c),vp (Pa)
1989,225,50084.22,23.43,12.47,1445.47
1989,226,49921.68,24.61,14.44,1644.33
1989,227,49757.71,25.56,13.74,1571.15
1989,228,49592.39,23.83,14.82,1685.09
1989,229,49425.77,21.48,8.98,1146.25
1989,230,49257.89,22.29,6.69,980.36
1989,231,49088.80,22.96,7.85,1061.56
1989,232,48918.56,22.03,12.54,1452.34
1989,233,48747.22,24.17,13.88,1585.70
1989,234,48574.81,20.84,11.83,1385.76
1989,235,48401.40,19.92,10.81,1295.18
1989,236,48227.01,16.82,6.67,978.76
1989,237,48051.71,15.10,1.76,693.31
1989,238,47875.52,16.04,2.96,755.33
1989,239,47698.50,20.15,1.62,686.44
1989,240,47520.68,21.61,6.93,996.71
1989,241,47342.11,20.52,10.41,1261.10
1989,242,47162.82,23.10,12.61,1459.08
1989,243,46982.85,17.63,8.39,1101.02
1989,244,46802.24,18.62,7.03,1003.61
1989,245,46621.03,18.56,8.79,1131.10
1989,246,46439.25,16.37,3.59,789.75
1989,247,46256.94,18.72,2.16,713.55
1989,248,46074.13,18.56,4.31,830.74
1989,249,45890.86,21.43,4.57,846.20
1989,250,45707.16,23.73,7.40,1029.20
1989,251,45523.05,24.93,10.13,1237.80
1989,252,45338.59,27.03,11.93,1395.02
1989,253,45153.78,28.11,14.68,1669.77
1989,254,44968.67,24.12,15.27,1734.65
1989,255,44783.29,21.09,11.42,1349.53
1989,256,44597.66,21.08,8.76,1129.11
1989,257,44411.82,18.07,10.12,1237.12
1989,258,44225.79,18.13,9.38,1177.18
1989,259,44039.61,17.22,4.94,868.40
1989,260,43853.30,17.01,7.66,1047.83
1989,261,43666.89,19.31,9.57,1192.19
1989,262,43480.40,16.66,9.32,1172.46
1989,263,43293.88,18.37,11.79,1382.45
1989,264,43107.34,23.70,12.64,1461.80
1989,265,42920.82,23.98,11.92,1394.03
1989,266,42734.34,19.23,6.36,958.35
1989,267,42547.93,9.67,0.89,651.44
1989,268,42361.62,13.74,-2.65,502.51
1989,269,42175.43,12.69,1.22,666.90
1989,270,41989.40,8.79,-1.31,554.76
1989,271,41803.56,15.83,-3.14,484.56
1989,272,41617.93,17.62,1.28,669.87
1989,273,41432.54,14.31,-0.23,600.43
1989,274,41247.43,17.87,-0.92,571.20
1989,275,41062.63,14.61,3.47,782.93
1989,276,40878.16,14.05,3.07,761.31
1989,277,40694.05,6.22,-1.71,538.96
1989,278,40510.34,9.73,-3.02,489.08
1989,279,40327.07,10.21,0.98,655.40
1989,280,40144.26,9.62,1.86,698.49
1989,281,39961.94,6.60,-0.10,606.25
1989,282,39780.16,6.03,-2.85,495.01
1989,283,39598.94,7.81,-5.11,417.71
1989,284,39418.33,8.59,-1.83,533.94
1989,285,39238.36,15.11,0.39,628.31
1989,286,39059.07,16.14,0.13,616.51
1989,287,38880.49,14.32,-0.86,573.55
1989,288,38702.66,12.56,2.16,713.32
1989,289,38525.64,15.75,7.44,1031.94
1989,290,38349.45,10.55,4.50,842.01
1989,291,38174.13,4.91,0.38,627.80
1989,292,37999.75,7.34,-0.16,603.41
1989,293,37826.32,14.54,1.46,678.72
1989,294,37653.91,9.22,1.05,658.73
1989,295,37482.56,6.40,-1.63,541.90
1989,296,37312.31,14.20,-2.32,515.22
1989,297,37143.22,15.88,-1.48,547.86
1989,298,36975.33,18.19,-0.92,570.96
1989,299,36808.69,17.16,0.59,637.22
1989,300,36643.37,18.72,4.77,857.91
1989,301,36479.40,19.42,6.27,952.10
1989,302,36316.84,18.66,3.79,800.95
1989,303,36155.75,17.88,1.85,698.14
1989,304,35996.19,13.68,4.21,824.86
1989,305,35838.20,11.23,3.34,776.25
1989,306,35681.86,7.17,-1.92,530.66
1989,307,35527.22,4.05,-2.47,509.52
1989,308,35374.34,0.34,-8.22,328.81
1989,309,35223.27,5.12,-7.64,344.14
1989,310,35074.09,8.29,-2.08,524.14
1989,311,34926.86,8.37,-1.72,538.57
1989,312,34781.64,6.82,1.37,674.47
1989,313,34638.49,9.24,2.63,737.87
1989,314,34497.48,7.42,-2.08,524.20
1989,315,34358.68,5.90,-2.50,508.14
1989,316,34222.15,3.40,-3.96,455.52
1989,317,34087.96,5.80,-7.28,353.78
1989,318,33956.18,15.18,-2.73,499.57
1989,319,33826.87,15.47,2.46,728.93
1989,320,33700.11,14.86,5.46,900.24
1989,321,33575.96,3.27,-3.78,461.85
1989,322,33454.49,-0.62,-6.50,375.80
1989,323,33335.77,-1.35,-8.04,333.47
1989,324,33219.87,1.40,-7.15,357.40
1989,325,33106.86,-2.37,-10.49,274.92
1989,326,32996.80,-7.16,-13.07,223.51
1989,327,32889.76,-7.02,-14.00,207.06
1989,328,32785.81,-4.42,-19.24,133.39
1989,329,32685.02,-1.68,-15.19,187.69
1989,330,32587.44,1.37,-7.46,348.82
1989,331,32493.15,0.98,-11.04,263.20
1989,332,32402.21,5.37,-9.81,290.32
1989,333,32314.67,-5.79,-14.73,194.94
1989,334,32230.60,-5.87,-16.38,170.05
1989,335,32150.06,-10.45,-17.44,155.46
1989,336,32073.11,-9.26,-22.36,101.60
1989,337,31999.80,-5.70,-18.20,145.76
1989,338,31930.18,-13.07,-19.26,133.15
1989,339,31864.31,-8.13,-23.31,93.35
1989,340,31802.24,-1.69,-20.21,122.64
1989,341,31744.00,-5.85,-18.26,145.03
1989,342,31689.66,-13.31,-23.00,95.93
1989,343,31639.24,-8.75,-24.95,80.54
1989,344,31592.79,-6.72,-21.84,106.36
1989,345,31550.34,-6.67,-15.86,177.56
1989,346,31511.94,-9.82,-19.05,135.59
1989,347,31477.60,-11.58,-21.00,114.43
1989,348,31447.36,-14.05,-22.76,98.07
1989,349,31421.24,-9.47,-23.94,88.25
1989,350,31399.26,-8.80,-21.30,111.50
1989,351,31381.44,-9.09,-17.33,156.98
1989,352,31367.79,-8.54,-17.64,152.84
1989,353,31358.33,-8.80,-19.04,135.61
1989,354,31353.07,-8.87,-20.44,120.19
1989,355,31352.00,-14.16,-23.62,90.83
1989,356,31355.13,-15.53,-25.84,74.25
1989,357,31362.46,-13.51,-25.81,74.47
1989,358,31373.97,-10.91,-28.90,55.92
1989,359,31389.67,-8.72,-25.67,75.45
1989,360,31409.53,-7.14,-19.88,126.20
1989,361,31433.55,-12.76,-25.40,77.31
1989,362,31461.70,-8.88,-22.20,103.03
1989,363,31493.96,-11.55,-23.37,92.82
1989,364,31530.30,-4.73,-21.49,109.63
1989,365,31570.69,2.64,-15.10,189.17
1990,1,31615.31,2.54,-9.41,299.61
1990,2,31663.73,-0.32,-13.68,212.61
1990,3,31716.10,2.88,-11.21,259.56
1990,4,31772.38,5.49,-6.51,375.25
1990,5,31832.52,1.90,-7.11,358.38
1990,6,31896.49,-1.71,-11.98,244.00
1990,7,31964.22,-2.39,-15.70,179.99
1990,8,32035.68,2.66,-10.90,266.20
1990,9,32110.80,2.21,-10.20,281.43
1990,10,32189.54,0.80,-7.21,355.61
1990,11,32271.83,0.14,-5.29,412.10
1990,12,32357.63,-1.56,-7.17,356.71
1990,13,32446.86,-8.37,-13.68,212.54
1990,14,32539.47,-10.04,-20.62,118.35
1990,15,32635.40,-4.36,-17.21,158.60
1990,16,32734.58,3.70,-9.80,290.43
1990,17,32836.94,5.25,-6.42,377.99
1990,18,32942.43,8.15,-2.42,511.32
1990,19,33050.98,-2.11,-9.91,288.05
1990,20,33162.51,-3.02,-14.67,195.96
1990,21,33276.96,-5.14,-12.35,236.93
1990,22,33394.27,-4.85,-12.88,227.00
1990,23,33514.36,-0.21,-13.28,219.73
1990,24,33637.16,1.66,-10.41,276.70
1990,25,33762.61,3.56,-4.97,422.15
1990,26,33890.64,3.29,-4.49,437.69
1990,27,34021.19,2.96,-6.70,369.97
1990,28,34154.17,3.25,-7.53,346.91
1990,29,34289.53,-2.28,-8.74,315.63
1990,30,34427.19,-0.23,-6.93,363.54
1990,31,34567.09,2.83,-10.75,269.44
1990,32,34709.17,5.01,-11.05,262.97
1990,33,34853.36,1.54,-10.76,269.25
1990,34,34999.59,-6.63,-16.77,164.50
1990,35,35147.79,-7.26,-13.36,218.31
1990,36,35297.91,-4.13,-17.20,158.71
1990,37,35449.88,-0.12,-16.19,172.70
1990,38,35603.65,4.41,-11.73,249.06
1990,39,35759.14,7.60,-10.36,277.79
1990,40,35916.30,8.24,-6.00,390.41
1990,41,36075.08,3.90,-5.54,404.25
1990,42,36235.40,-0.86,-10.54,273.94
1990,43,36397.23,-1.68,-13.55,214.93
1990,44,36560.49,2.50,-14.52,198.43
1990,45,36725.14,0.97,-10.24,280.48
1990,46,36891.12,-4.48,-11.29,258.07
1990,47,37058.39,1.05,-9.74,291.75
1990,48,37226.88,-1.05,-12.60,232.07
1990,49,37396.55,-2.03,-22.06,104.31
1990,50,37567.35,1.83,-16.95,162.08
1990,51,37739.23,-7.28,-19.27,133.01
1990,52,37912.15,5.12,-22.01,104.73
1990,53,38086.06,10.87,-12.44,235.15
1990,54,38260.91,9.11,-2.78,497.64
1990,55,38436.66,-3.81,-11.31,257.62
1990,56,38613.27,-9.96,-17.94,149.02
1990,57,38790.70,-11.11,-24.06,87.31
1990,58,38968.90,-5.54,-22.35,101.69
1990,59,39147.84,-6.12,-18.32,144.25
1990,60,39327.48,0.00,-21.24,112.13
1990,61,39507.77,7.67,-11.67,250.18
1990,62,39688.68,4.60,-6.88,364.92
1990,63,39870.19,-3.98,-11.68,250.07
1990,64,40052.24,-6.93,-19.86,126.42
1990,65,40234.80,-6.60,-21.35,110.99
1990,66,40417.85,-4.14,-20.87,115.75
1990,67,40601.34,2.56,-17.86,150.04
1990,68,40785.25,9.33,-12.42,235.48
1990,69,40969.54,10.34,-7.91,336.89
1990,70,41154.18,8.94,-4.01,453.88
1990,71,41339.14,6.89,-0.82,575.36
1990,72,41524.39,11.08,0.57,636.70
1990,73,41709.90,9.74,1.18,665.16
1990,74,41895.64,17.20,1.56,683.70
1990,75,42081.58,15.64,1.32,671.99
1990,76,42267.69,16.12,3.88,805.95
1990,77,42453.94,8.47,-0.04,608.89
1990,78,42640.31,6.67,-4.88,425.10
1990,79,42826.76,2.72,-2.25,517.63
1990,80,43013.26,3.54,-2.26,517.39
1990,81,43199.80,7.88,-6.55,374.09
1990,82,43386.33,6.23,-6.62,372.13
1990,83,43572.84,-1.27,-12.17,240.34
1990,84,43759.29,2.49,-11.75,248.63
1990,85,43945.65,1.10,-11.31,257.55
1990,86,44131.90,-4.26,-16.38,169.93
1990,87,44318.01,1.03,-14.87,192.74
1990,88,44503.95,1.99,-13.28,219.66
1990,89,44689.69,1.51,-8.76,315.20
1990,90,44875.20,6.60,-4.64,433.01
1990,91,45060.45,9.55,-0.92,571.02
1990,92,45245.41,5.38,-0.39,593.54
1990,93,45430.06,5.63,0.37,627.13
1990,94,45614.35,7.84,0.37,627.18
1990,95,45798.26,5.03,-1.27,556.72
1990,96,45981.75,4.64,-4.61,433.85
1990,97,46164.80,2.30,-5.54,404.34
1990,98,46347.37,3.47,-6.72,369.32
1990,99,46529.42,7.86,-7.81,339.43
1990,100,46710.92,7.46,-2.56,505.94
1990,101,46891.84,6.80,-2.50,508.04
1990,102,47072.13,1.35,-5.92,392.76
1990,103,47251.77,5.03,-9.06,307.87
1990,104,47430.71,8.90,-7.09,359.00
1990,105,47608.91,7.62,-2.45,509.93
1990,106,47786.34,10.62,-1.00,567.89
1990,107,47962.95,6.11,-4.05,452.66
1990,108,48138.71,3.48,-7.56,346.25
1990,109,48313.56,10.79,-7.94,336.03
1990,110,48487.47,11.06,-1.94,529.69
1990,111,48660.39,11.50,2.67,739.74
1990,112,48832.27,15.26,-1.31,554.79
1990,113,49003.08,14.84,0.77,645.55
1990,114,49172.75,16.20,-2.07,524.67
1990,115,49341.25,13.60,2.15,713.03
1990,116,49508.51,23.78,5.98,933.31
1990,117,49674.50,28.14,8.53,1070.67
1990,118,49839.15,26.26,8.28,1066.70
1990,119,50002.42,13.80,5.14,880.54
1990,120,50164.24,13.68,4.86,863.79
1990,121,50324.57,17.96,5.97,932.96
1990,122,50483.35,13.84,4.46,839.92
1990,123,50640.52,14.45,-2.81,496.65
1990,124,50796.01,15.81,-2.05,525.27
1990,125,50949.78,8.47,0.26,622.19
1990,126,51101.76,10.59,-0.28,598.17
1990,127,51251.88,10.37,0.28,623.16
1990,128,51400.09,13.89,-1.86,532.78
1990,129,51546.33,22.13,2.80,747.02
1990,130,51690.51,16.74,6.39,960.03
1990,131,51832.60,13.12,3.40,779.42
1990,132,51972.51,15.12,-1.54,545.44
1990,133,52110.18,11.85,2.75,744.23
1990,134,52245.54,19.10,4.36,833.93
1990,135,52378.53,19.37,3.58,789.34
1990,136,52509.07,17.17,6.24,950.66
1990,137,52637.11,11.01,6.18,946.42
1990,138,52762.57,11.42,3.58,789.33
1990,139,52885.38,10.02,3.17,766.89
1990,140,53005.47,10.33,2.53,732.88
1990,141,53122.79,6.93,1.94,702.66
1990,142,53237.25,8.26,1.84,697.61
1990,143,53348.78,10.36,1.96,703.44
1990,144,53457.33,15.67,-0.62,583.74
1990,145,53562.83,19.14,-0.37,594.53
1990,146,53665.20,21.44,2.15,712.88
1990,147,53764.39,21.97,4.31,830.62
1990,148,53860.32,22.83,4.92,867.33
1990,149,53952.94,16.17,6.93,996.49
1990,150,54042.18,13.44,5.22,885.48
1990,151,54127.98,18.08,-0.29,598.00
1990,152,54210.29,23.82,4.41,836.51
1990,153,54289.03,25.31,6.17,945.97
1990,154,54364.16,23.90,11.63,1367.90
1990,155,54435.63,16.82,8.96,1144.55
1990,156,54503.37,13.18,1.03,658.20
1990,157,54567.34,15.33,0.05,613.04
1990,158,54627.49,21.16,5.13,879.74
1990,159,54683.78,21.08,5.98,933.72
1990,160,54736.16,20.19,9.93,1221.57
1990,161,54784.59,17.55,11.19,1328.56
1990,162,54829.03,15.38,8.70,1124.61
1990,163,54869.45,22.23,3.83,803.33
1990,164,54905.82,23.74,5.25,887.20
1990,165,54938.10,23.01,9.28,1169.39
1990,166,54966.28,25.46,12.18,1418.19
1990,167,54990.32,25.28,12.61,1459.08
1990,168,55010.21,26.44,14.06,1603.88
1990,169,55025.94,25.61,16.31,1854.12
1990,170,55037.48,24.44,14.56,1656.69
1990,171,55044.84,20.85,13.47,1543.56
1990,172,55047.99,20.44,13.53,1549.56
1990,173,55046.95,24.13,12.81,1478.74
1990,174,55041.71,20.46,13.76,1572.64
1990,175,55032.28,22.16,13.81,1578.34
1990,176,55018.67,22.43,11.17,1327.23
1990,177,55000.87,24.75,9.65,1199.22
1990,178,54978.92,22.95,11.33,1340.64
1990,179,54952.83,19.90,10.18,1242.20
1990,180,54922.61,17.65,5.02,873.15
1990,181,54888.30,17.60,9.33,1173.26
1990,182,54849.92,18.83,10.09,1235.12
1990,183,54807.50,21.46,10.27,1250.05
1990,184,54761.08,23.52,9.64,1197.90
1990,185,54710.69,25.19,13.13,1510.11
1990,186,54656.37,21.75,13.77,1574.36
1990,187,54598.16,19.02,4.91,866.34
1990,188,54536.11,19.93,4.60,848.10
1990,189,54470.26,22.41,6.39,960.32
1990,190,54400.67,25.09,11.88,1390.71
1990,191,54327.38,23.17,12.26,1425.95
1990,192,54250.45,20.31,7.54,1038.91
1990,193,54169.94,18.51,7.46,1033.68
1990,194,54085.89,22.58,8.31,1094.74
1990,195,53998.38,25.31,6.68,979.57
1990,196,53907.46,28.01,12.46,1444.85
1990,197,53813.19,26.41,16.90,1924.33
1990,198,53715.63,26.54,12.69,1466.94
1990,199,53614.86,27.85,14.19,1617.17
1990,200,53510.93,26.50,14.78,1680.05
1990,201,53403.91,25.72,12.15,1415.58
1990,202,53293.87,25.18,13.53,1549.39
1990,203,53180.88,24.98,12.43,1442.33
1990,204,53065.00,21.82,15.21,1727.09
1990,205,52946.30,23.22,15.31,1738.92
1990,206,52824.85,25.71,14.01,1598.68
1990,207,52700.71,26.05,13.97,1594.67
1990,208,52573.97,25.93,13.77,1573.90
1990,209,52444.68,26.46,13.48,1544.94
1990,210,52312.91,26.83,13.78,1574.96
1990,211,52178.74,26.12,13.64,1560.51
1990,212,52042.23,25.38,11.33,1341.06
1990,213,51903.44,22.42,11.76,1379.76
1990,214,51762.44,24.56,9.07,1152.75
1990,215,51619.31,27.37,11.74,1377.92
1990,216,51474.10,28.54,11.90,1392.64
1990,217,51326.88,25.46,13.01,1498.20
1990,218,51177.71,19.48,14.54,1654.82
1990,219,51026.66,20.50,14.62,1663.05
