scenario,member_or_default,event_id,operator,model_level,threshold_gsi21,direction,crossing_sequence,crossing_ordinal,crossing_date,inside_event_window
BASE,GSI-4837,2024-falling,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,falling,2,738528.476984732,2023-01-08,False
BASE,GSI-4837,2024-falling,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,rising,3,738558.007033260,2023-02-07,False
BASE,GSI-4837,2024-falling,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,falling,4,738567.770952751,2023-02-16,False
BASE,GSI-4837,2024-falling,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,rising,5,738591.274226513,2023-03-12,False
BASE,GSI-4837,2024-falling,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,falling,6,738613.056640088,2023-04-03,False
BASE,GSI-4837,2024-falling,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,rising,7,738962.750136241,2024-03-17,True
BASE,GSI-4837,2024-falling,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,falling,8,738964.609689793,2024-03-19,True
BASE,GSI-4837,2024-falling,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,rising,9,738966.023953338,2024-03-21,True
BASE,GSI-4837,2024-falling,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,falling,10,738972.645967330,2024-03-27,True
BASE,GSI-4837,2024-falling,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,rising,11,739278.478856002,2025-01-27,False
BASE,GSI-4837,2024-falling,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,falling,12,739338.897307192,2025-03-28,False
BASE,GSI-4837,2024-rising,ABSOLUTE_0_5,0.50,0.5,rising,1,738522.767301148,2023-01-02,False
BASE,GSI-4837,2024-rising,ABSOLUTE_0_5,0.50,0.5,falling,2,738536.719641697,2023-01-16,False
BASE,GSI-4837,2024-rising,ABSOLUTE_0_5,0.50,0.5,rising,3,738549.435036390,2023-01-29,False
BASE,GSI-4837,2024-rising,ABSOLUTE_0_5,0.50,0.5,falling,4,738550.788848311,2023-01-30,False
BASE,GSI-4837,2024-rising,ABSOLUTE_0_5,0.50,0.5,rising,5,738556.606864551,2023-02-05,False
BASE,GSI-4837,2024-rising,ABSOLUTE_0_5,0.50,0.5,falling,6,738569.166856090,2023-02-18,False
BASE,GSI-4837,2024-rising,ABSOLUTE_0_5,0.50,0.5,rising,7,738589.733572377,2023-03-10,False
BASE,GSI-4837,2024-rising,ABSOLUTE_0_5,0.50,0.5,falling,8,738615.893090515,2023-04-05,False
BASE,GSI-4837,2024-rising,ABSOLUTE_0_5,0.50,0.5,rising,9,738895.883796357,2024-01-10,False
BASE,GSI-4837,2024-rising,ABSOLUTE_0_5,0.50,0.5,falling,10,738902.785211557,2024-01-17,False
BASE,GSI-4837,2024-rising,ABSOLUTE_0_5,0.50,0.5,rising,11,738960.178167385,2024-03-15,False
BASE,GSI-4837,2024-rising,ABSOLUTE_0_5,0.50,0.5,falling,12,738974.520762646,2024-03-29,False
BASE,GSI-4837,2024-rising,ABSOLUTE_0_5,0.50,0.5,rising,13,739277.299314315,2025-01-26,False
BASE,GSI-4837,2024-rising,ABSOLUTE_0_5,0.50,0.5,falling,14,739341.037612561,2025-03-31,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.50,0.30898258431087922,rising,1,738509.541056352,2022-12-20,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.50,0.30898258431087922,falling,2,738577.768419965,2023-02-26,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.50,0.30898258431087922,rising,3,738584.131716278,2023-03-05,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.50,0.30898258431087922,falling,4,738625.179184304,2023-04-15,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.50,0.30898258431087922,rising,5,738889.879688360,2024-01-04,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.50,0.30898258431087922,falling,6,738910.486892020,2024-01-25,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.50,0.30898258431087922,rising,7,738930.165426072,2024-02-14,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.50,0.30898258431087922,falling,8,738983.215694766,2024-04-07,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.50,0.30898258431087922,rising,9,739273.287948585,2025-01-22,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.50,0.30898258431087922,falling,10,739347.590366947,2025-04-06,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,rising,1,738167.135004360,2022-01-12,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,falling,2,738190.803805658,2022-02-04,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,rising,3,738191.348114840,2022-02-05,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,falling,4,738237.193453665,2022-03-23,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,rising,5,738240.366425239,2022-03-26,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,falling,6,738254.747047288,2022-04-09,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,rising,7,738256.563260725,2022-04-11,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,falling,8,738259.179550108,2022-04-14,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,rising,9,738490.474643551,2022-12-01,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,falling,10,738640.504858905,2023-04-30,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,rising,11,738811.840561577,2023-10-18,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,falling,12,738815.093632894,2023-10-22,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,rising,13,738824.598157079,2023-10-31,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,falling,14,738853.699345196,2023-11-29,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,rising,15,738883.998375691,2023-12-29,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,falling,16,739005.814009081,2024-04-29,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,rising,17,739139.956536906,2024-09-10,True
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,falling,18,739141.309339215,2024-09-12,True
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,rising,19,739151.247067879,2024-09-22,True
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,falling,20,739153.350229725,2024-09-24,True
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,rising,21,739160.561498824,2024-10-01,True
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,falling,22,739182.966070935,2024-10-23,True
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,rising,23,739266.777304220,2025-01-15,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,falling,24,739370.568948303,2025-04-29,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,rising,25,739525.679781437,2025-10-01,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,falling,26,739546.303142639,2025-10-22,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,rising,27,739573.614191381,2025-11-18,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,falling,28,739596.654596115,2025-12-11,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,rising,29,739602.578718631,2025-12-17,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,falling,30,739657.771245441,2026-02-10,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,rising,31,739662.267557975,2026-02-15,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.10,0.061796516862175847,falling,32,739685.255649511,2026-03-10,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,rising,1,738170.323181847,2022-01-15,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,falling,2,738186.886020057,2022-01-31,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,rising,3,738193.800357793,2022-02-07,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,falling,4,738235.300421860,2022-03-21,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,rising,5,738502.599910253,2022-12-13,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,falling,6,738635.424115204,2023-04-25,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,rising,7,738838.799735398,2023-11-14,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,falling,8,738845.293179073,2023-11-21,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,rising,9,738885.296950222,2023-12-31,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,falling,10,738915.679412707,2024-01-30,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,rising,11,738920.413589856,2024-02-04,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,falling,12,738997.013766694,2024-04-21,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,rising,13,739268.474384665,2025-01-17,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,falling,14,739358.538222326,2025-04-17,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,rising,15,739575.752262103,2025-11-20,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,falling,16,739594.528230768,2025-12-09,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,rising,17,739610.445357904,2025-12-25,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,falling,18,739631.794513442,2026-01-15,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,rising,19,739636.640529793,2026-01-20,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,falling,20,739645.448580231,2026-01-29,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,rising,21,739664.955192157,2026-02-17,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.20,0.12359303372435169,falling,22,739683.140660534,2026-03-08,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,rising,1,738208.485442065,2022-02-22,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,falling,2,738233.803306326,2022-03-19,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,rising,3,738503.462797581,2022-12-14,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,falling,4,738633.459284442,2023-04-23,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,rising,5,738885.945813649,2023-12-31,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,falling,6,738914.585376587,2024-01-29,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,rising,7,738921.063200227,2024-02-05,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,falling,8,738995.248975859,2024-04-19,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,rising,9,739269.515527843,2025-01-18,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,falling,10,739355.705427178,2025-04-14,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,rising,11,739588.499128560,2025-12-03,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,falling,12,739593.543728109,2025-12-08,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,rising,13,739612.351790469,2025-12-27,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,falling,14,739631.145650015,2026-01-15,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,rising,15,739637.674101569,2026-01-21,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,falling,16,739644.544471807,2026-01-28,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,rising,17,739671.891263254,2026-02-24,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.25,0.15449129215543961,falling,18,739682.130203868,2026-03-07,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.30,0.18538955058652754,rising,1,738209.134658314,2022-02-23,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.30,0.18538955058652754,falling,2,738231.691489258,2022-03-17,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.30,0.18538955058652754,rising,3,738504.679054549,2022-12-15,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.30,0.18538955058652754,falling,4,738631.726947640,2023-04-21,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.30,0.18538955058652754,rising,5,738886.613741274,2024-01-01,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.30,0.18538955058652754,falling,6,738913.719681403,2024-01-28,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.30,0.18538955058652754,rising,7,738921.719824085,2024-02-05,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.30,0.18538955058652754,falling,8,738990.935124911,2024-04-14,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.30,0.18538955058652754,rising,9,739270.542793457,2025-01-19,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.30,0.18538955058652754,falling,10,739354.064943726,2025-04-13,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.30,0.18538955058652754,rising,11,739620.751201257,2026-01-04,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.30,0.18538955058652754,falling,12,739629.845494314,2026-01-13,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.40,0.24718606744870339,rising,1,738210.548153169,2022-02-24,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.40,0.24718606744870339,falling,2,738214.591425436,2022-02-28,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.40,0.24718606744870339,rising,3,738215.285539609,2022-03-01,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.40,0.24718606744870339,falling,4,738230.006852192,2022-03-16,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.40,0.24718606744870339,rising,5,738508.077958471,2022-12-19,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.40,0.24718606744870339,falling,6,738579.546070651,2023-02-28,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.40,0.24718606744870339,rising,7,738580.933507137,2023-03-01,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.40,0.24718606744870339,falling,8,738581.619765250,2023-03-02,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.40,0.24718606744870339,rising,9,738582.023746889,2023-03-03,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.40,0.24718606744870339,falling,10,738628.469769362,2023-04-18,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.40,0.24718606744870339,rising,11,738888.308224581,2024-01-03,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.40,0.24718606744870339,falling,12,738912.138744344,2024-01-27,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.40,0.24718606744870339,rising,13,738923.196233525,2024-02-07,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.40,0.24718606744870339,falling,14,738986.671229666,2024-04-10,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.40,0.24718606744870339,rising,15,739271.990221731,2025-01-20,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.40,0.24718606744870339,falling,16,739351.363761206,2025-04-10,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.60,0.37077910117305507,rising,1,738514.546766544,2022-12-25,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.60,0.37077910117305507,falling,2,738575.900688247,2023-02-24,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.60,0.37077910117305507,rising,3,738585.848109586,2023-03-06,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.60,0.37077910117305507,falling,4,738622.089780225,2023-04-12,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.60,0.37077910117305507,rising,5,738891.508453801,2024-01-06,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.60,0.37077910117305507,falling,6,738908.470125048,2024-01-23,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.60,0.37077910117305507,rising,7,738932.110607795,2024-02-16,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.60,0.37077910117305507,falling,8,738945.578381898,2024-02-29,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.60,0.37077910117305507,rising,9,738946.953491854,2024-03-01,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.60,0.37077910117305507,falling,10,738947.004407777,2024-03-02,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.60,0.37077910117305507,rising,11,738953.534656318,2024-03-08,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.60,0.37077910117305507,falling,12,738980.395696864,2024-04-04,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.60,0.37077910117305507,rising,13,739274.585675439,2025-01-23,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.60,0.37077910117305507,falling,14,739345.168382700,2025-04-04,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.70,0.43257561803523087,rising,1,738517.989497299,2022-12-28,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.70,0.43257561803523087,falling,2,738539.962222671,2023-01-19,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.70,0.43257561803523087,rising,3,738540.209889266,2023-01-20,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.70,0.43257561803523087,falling,4,738544.537222132,2023-01-24,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.70,0.43257561803523087,rising,5,738546.453141678,2023-01-26,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.70,0.43257561803523087,falling,6,738570.781997347,2023-02-19,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.70,0.43257561803523087,rising,7,738587.740250265,2023-03-08,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.70,0.43257561803523087,falling,8,738619.128883856,2023-04-09,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.70,0.43257561803523087,rising,9,738893.137373328,2024-01-08,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.70,0.43257561803523087,falling,10,738906.720206035,2024-01-21,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.70,0.43257561803523087,rising,11,738935.254489714,2024-02-19,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.70,0.43257561803523087,falling,12,738941.596205494,2024-02-25,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.70,0.43257561803523087,rising,13,738957.833045215,2024-03-12,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.70,0.43257561803523087,falling,14,738978.087189796,2024-04-02,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.70,0.43257561803523087,rising,15,739275.883402294,2025-01-24,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.70,0.43257561803523087,falling,16,739342.824968747,2025-04-01,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.75,0.46347387646631882,rising,1,738521.434815850,2023-01-01,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.75,0.46347387646631882,falling,2,738538.467759030,2023-01-18,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.75,0.46347387646631882,rising,3,738548.252466106,2023-01-28,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.75,0.46347387646631882,falling,4,738552.371276778,2023-02-01,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.75,0.46347387646631882,rising,5,738555.530171703,2023-02-04,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.75,0.46347387646631882,falling,6,738569.933904684,2023-02-18,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.75,0.46347387646631882,rising,7,738588.616177289,2023-03-09,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.75,0.46347387646631882,falling,8,738617.649601115,2023-04-07,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.75,0.46347387646631882,rising,9,738894.024019995,2024-01-09,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.75,0.46347387646631882,falling,10,738905.563694696,2024-01-20,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.75,0.46347387646631882,rising,11,738937.126226350,2024-02-21,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.75,0.46347387646631882,falling,12,738940.469584602,2024-02-24,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.75,0.46347387646631882,rising,13,738959.080435439,2024-03-14,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.75,0.46347387646631882,falling,14,738976.477340155,2024-03-31,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.75,0.46347387646631882,rising,15,739276.532265721,2025-01-25,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.75,0.46347387646631882,falling,16,739341.995979220,2025-03-31,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.80,0.49437213489740678,rising,1,738522.606134831,2023-01-02,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.80,0.49437213489740678,falling,2,738536.989850469,2023-01-16,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.80,0.49437213489740678,rising,3,738549.246185490,2023-01-29,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.80,0.49437213489740678,falling,4,738551.045988231,2023-01-31,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.80,0.49437213489740678,rising,5,738556.437091057,2023-02-05,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.80,0.49437213489740678,falling,6,738569.285041257,2023-02-18,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.80,0.49437213489740678,rising,7,738589.548941284,2023-03-10,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.80,0.49437213489740678,falling,8,738616.165310948,2023-04-06,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.80,0.49437213489740678,rising,9,738895.503416915,2024-01-10,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.80,0.49437213489740678,falling,10,738904.081890247,2024-01-19,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.80,0.49437213489740678,rising,11,738959.977989526,2024-03-14,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.80,0.49437213489740678,falling,12,738974.785007347,2024-03-29,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.80,0.49437213489740678,rising,13,739277.181129148,2025-01-26,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.80,0.49437213489740678,falling,14,739341.185275596,2025-03-31,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,rising,1,738526.982371909,2023-01-06,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,falling,2,738528.476984732,2023-01-08,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,rising,3,738558.007033260,2023-02-07,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,falling,4,738567.770952751,2023-02-16,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,rising,5,738591.274226513,2023-03-12,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,falling,6,738613.056640088,2023-04-03,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,rising,7,738962.750136241,2024-03-17,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,falling,8,738964.609689793,2024-03-19,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,rising,9,738966.023953338,2024-03-21,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,falling,10,738972.645967330,2024-03-27,False
BASE,GSI-4837,2024-rising,EVENT_YEAR_RELATIVE,0.90,0.55616865175958263,rising,11,739278.478856002,2025-01-27,False
